beta,data_source,enterpriseValue,extraction_date,forwardPE,lastFiscalYearEnd,priceToBook,profitMargins,sharesOutstanding,symbol
0.89,Yahoo Finance API,5498371072,2026-03-04  21:04,12.26,31-12-2025,0.65,-0.18,20792684,AMRN
